Nome,Clube,Preço,J,Média,Últ. Pont.,Variação,RB,G,A,SG,FS,FF,FD,FT,DD,DP,GC,CV,CA,PP,GS,FC,I,PE,rodada,ano
Antony (ATA),São Paulo,1100,13,435.0,40.0,-21.0,13.0,1.0,2.0,,36.0,8.0,10.0,2.0,,,,1.0,1.0,,,9.0,,40.0,19,2019
Rafael Vaz (ZAG),Goiás,1110,12,434.0,120.0,-101.0,14.0,3.0,,3.0,6.0,4.0,4.0,,,,1.0,,,,,4.0,,40.0,19,2019
Ricardinho (MEI),Ceará,733,17,431.0,220.0,-31.0,27.0,1.0,4.0,,5.0,14.0,13.0,,,,,,1.0,,,20.0,,42.0,19,2019
Fábio Carille (TEC),Corinthians,1153,18,427.0,319.0,6.0,,,,,,,,,,,,,,,,,,,19,2019
Hernanes (MEI),São Paulo,1362,13,426.0,370.0,-83.0,9.0,1.0,4.0,,14.0,12.0,10.0,,,,,,2.0,,,12.0,1.0,14.0,19,2019
Renato Gaúcho (TEC),Grêmio,1285,19,425.0,916.0,50.0,,,,,,,,,,,,,,,,,,,19,2019
Chará (ATA),Atlético-MG,1201,17,425.0,650.0,91.0,19.0,3.0,1.0,,24.0,10.0,11.0,1.0,,,,,,,,9.0,4.0,49.0,19,2019
Cássio (GOL),Corinthians,781,15,423.0,-200.0,-71.0,,,,7.0,3.0,,,,19.0,,,,3.0,,11.0,,,7.0,19,2019
Marcinho (LAT),Botafogo,755,13,418.0,590.0,71.0,11.0,1.0,2.0,5.0,8.0,8.0,4.0,,,,,,2.0,,,16.0,,28.0,19,2019
Marco Ruben (ATA),Athlético-PR,1452,9,415.0,0.0,0.0,6.0,1.0,3.0,,5.0,4.0,7.0,2.0,,,,,1.0,,,14.0,5.0,11.0,19,2019
Oswaldo de Oliveira (TEC),Fluminense,752,3,414.0,443.0,29.0,,,,,,,,,,,,,,,,,,,19,2019
Ribamar (ATA),Vasco,390,3,410.0,950.0,145.0,,1.0,,,1.0,4.0,2.0,,,,,,,,,1.0,2.0,1.0,19,2019
Réver (ZAG),Atlético-MG,1168,15,408.0,290.0,8.0,28.0,,,3.0,10.0,5.0,2.0,1.0,,,,,1.0,,,3.0,1.0,21.0,19,2019
Uendel (LAT),Internacional,339,6,408.0,0.0,0.0,14.0,,,2.0,2.0,3.0,1.0,,,,,,,,,9.0,3.0,17.0,19,2019
Paulo Victor (GOL),Grêmio,669,12,406.0,800.0,38.0,,,,5.0,1.0,,,,16.0,,,,,,11.0,,,9.0,19,2019
David Braz (ZAG),Grêmio,869,8,403.0,1080.0,191.0,9.0,1.0,,2.0,1.0,4.0,1.0,,,,,,,,,3.0,,9.0,19,2019
Everton Ribeiro (MEI),Flamengo,1359,16,403.0,1170.0,96.0,20.0,1.0,5.0,,30.0,7.0,4.0,,,,,,1.0,,,14.0,1.0,48.0,19,2019
Edenílson (MEI),Internacional,934,12,396.0,0.0,0.0,12.0,4.0,1.0,,12.0,1.0,4.0,,,,,,3.0,,,10.0,,27.0,19,2019
Rodrigo Caio (ZAG),Flamengo,882,13,393.0,420.0,15.0,11.0,1.0,,6.0,6.0,10.0,2.0,,,,,,3.0,,,12.0,1.0,14.0,19,2019
Marinho (ATA),Santos,653,13,387.0,-260.0,-77.0,12.0,2.0,1.0,,31.0,9.0,11.0,1.0,,,,,5.0,,,18.0,4.0,22.0,19,2019
Kayke (ATA),Goiás,731,17,386.0,0.0,-25.0,3.0,6.0,3.0,,7.0,16.0,6.0,,,,,,3.0,,,16.0,5.0,29.0,19,2019
Michael (ATA),Goiás,749,18,386.0,360.0,29.0,19.0,2.0,,,24.0,15.0,16.0,2.0,,,,,1.0,,,12.0,8.0,41.0,19,2019
Gerson (MEI),Flamengo,882,9,385.0,530.0,93.0,14.0,1.0,,,34.0,2.0,1.0,2.0,,,,,1.0,,,19.0,,29.0,19,2019
Rodrigo Santana (TEC),Atlético-MG,1104,19,385.0,358.0,11.0,,,,,,,,,,,,,,,,,,,19,2019
Cuca (TEC),São Paulo,1035,18,384.0,339.0,23.0,,,,,,,,,,,,,,,,,,,19,2019
Cícero (MEI),Botafogo,1193,17,380.0,-30.0,-6.0,21.0,3.0,1.0,,38.0,8.0,2.0,,,,,,4.0,,,10.0,2.0,32.0,19,2019
Diogo Silva (GOL),Ceará,1071,19,379.0,470.0,93.0,,,,4.0,7.0,,,,31.0,,,,2.0,,19.0,,,8.0,19,2019
Tiago Nunes (TEC),Athlético-PR,994,18,378.0,201.0,-10.0,,,,,,,,,,,,,,,,,,,19,2019
Muriel (GOL),Fluminense,490,7,377.0,350.0,-213.0,,,,2.0,1.0,,,,11.0,,,,1.0,,7.0,1.0,,2.0,19,2019
Richard Franco (MEI),Avaí,500,9,377.0,190.0,-30.0,16.0,1.0,,,10.0,8.0,3.0,,,,,,,,,12.0,1.0,22.0,19,2019
Bruno Pacheco (LAT),Chapecoense,1368,18,375.0,690.0,117.0,37.0,,2.0,4.0,40.0,1.0,,,,,,1.0,2.0,,,31.0,,48.0,19,2019
Nikão (MEI),Athlético-PR,1623,11,370.0,0.0,0.0,5.0,2.0,1.0,,10.0,11.0,9.0,,,,,,2.0,,,9.0,,13.0,19,2019
Leandro Carvalho (ATA),Ceará,1086,16,368.0,350.0,-62.0,14.0,3.0,1.0,,23.0,12.0,6.0,,,,,,2.0,,,13.0,2.0,26.0,19,2019
Éverson (GOL),Santos,769,13,367.0,-50.0,-71.0,,,,5.0,5.0,,,,18.0,,,,1.0,,13.0,,,19.0,19,2019
Bruno (LAT),Internacional,538,4,365.0,0.0,0.0,3.0,,,3.0,4.0,1.0,,,,,,,1.0,,,6.0,,9.0,19,2019
Felipe Alves (GOL),Fortaleza,840,18,363.0,-200.0,-105.0,,,,3.0,1.0,,,,34.0,1.0,,,2.0,,24.0,1.0,,22.0,19,2019
Emerson Cris (TEC),Chapecoense,983,8,361.0,279.0,31.0,,,,,,,,,,,,,,,,,,,19,2019
Tiepo (GOL),Chapecoense,1357,19,355.0,200.0,-23.0,,,,4.0,3.0,,,,31.0,3.0,,,,,32.0,,,13.0,19,2019
Soteldo (MEI),Santos,682,17,354.0,-110.0,-95.0,15.0,3.0,2.0,,24.0,12.0,11.0,1.0,,,,,7.0,,,9.0,9.0,37.0,19,2019
Gabriel (ZAG),Botafogo,925,17,349.0,590.0,41.0,23.0,,,7.0,13.0,,1.0,,,,,,3.0,,,7.0,1.0,26.0,19,2019
Enderson Moreira (TEC),Ceará,1111,19,347.0,453.0,28.0,,,,,,,,,,,,,,,,,,,19,2019
Aguilar (ZAG),Santos,602,14,347.0,0.0,0.0,21.0,,,6.0,8.0,2.0,,,,,,,3.0,,,18.0,,12.0,19,2019
Léo Cittadini (MEI),Athlético-PR,626,9,346.0,0.0,0.0,12.0,1.0,,,13.0,6.0,4.0,,,,,,1.0,,,10.0,,13.0,19,2019
Weverton (GOL),Palmeiras,1419,12,345.0,1100.0,256.0,,,,4.0,3.0,,,,15.0,,,,,,12.0,,,4.0,19,2019
Nico López (ATA),Internacional,1620,11,344.0,0.0,0.0,13.0,1.0,1.0,,8.0,11.0,10.0,2.0,,,,,4.0,,,14.0,5.0,27.0,19,2019
Bruno Alves (ZAG),São Paulo,805,15,339.0,700.0,-23.0,20.0,,1.0,6.0,8.0,4.0,1.0,,,,,,3.0,,,23.0,,17.0,19,2019
Rogério Ceni (TEC),Cruzeiro,801,18,337.0,0.0,0.0,,,,,,,,,,,,,,,,,,,19,2019
Gabriel (MEI),Corinthians,663,8,336.0,420.0,12.0,24.0,,,,4.0,1.0,,,,,,,1.0,,,12.0,,13.0,19,2019
Vinícius (MEI),Atlético-MG,499,13,335.0,220.0,-107.0,10.0,2.0,1.0,,14.0,12.0,10.0,1.0,,,,,2.0,,,10.0,1.0,48.0,19,2019
Fábio Sanches (ZAG),Goiás,402,6,335.0,650.0,114.0,7.0,1.0,,,9.0,1.0,,,,,,,,,,2.0,,9.0,19,2019
Danilo Barcelos (LAT),Vasco,536,12,335.0,170.0,-39.0,15.0,1.0,1.0,2.0,8.0,6.0,5.0,1.0,,,,1.0,,,,19.0,1.0,27.0,19,2019
Lucas Fonseca (ZAG),Bahia,628,19,334.0,-30.0,-159.0,11.0,,1.0,10.0,5.0,2.0,1.0,,,,,,,,,5.0,,36.0,19,2019
Bruno Cortez (LAT),Grêmio,664,6,333.0,1260.0,185.0,7.0,,2.0,1.0,5.0,,,,,,,,,,,7.0,3.0,10.0,19,2019
Márcio Azevedo (LAT),Athlético-PR,662,12,333.0,0.0,0.0,8.0,,2.0,6.0,14.0,2.0,1.0,,,,,,3.0,,,16.0,,26.0,19,2019
Mano Menezes (TEC),Palmeiras,966,15,332.0,491.0,23.0,,,,,,,,,,,,,,,,,,,19,2019
Gil (ZAG),Corinthians,1082,10,331.0,850.0,124.0,10.0,,,4.0,1.0,5.0,,1.0,,,,,2.0,,,4.0,4.0,5.0,19,2019
Ricardo Oliveira (ATA),Atlético-MG,1334,14,329.0,50.0,-15.0,5.0,2.0,2.0,,14.0,9.0,9.0,1.0,,,,,,1.0,,14.0,2.0,11.0,19,2019
Henrique (MEI),Cruzeiro,786,15,327.0,320.0,49.0,33.0,,,,20.0,9.0,2.0,,,,,,2.0,,,20.0,1.0,19.0,19,2019
Bruno Méndez (ZAG),Corinthians,501,3,327.0,240.0,-30.0,7.0,,,1.0,,,,,,,,,1.0,,,2.0,,9.0,19,2019
Eduardo Barroca (TEC),Botafogo,874,19,326.0,391.0,30.0,,,,,,,,,,,,,,,,,,,19,2019
Pedro Rocha (ATA),Cruzeiro,1049,14,325.0,240.0,-37.0,11.0,2.0,2.0,,24.0,4.0,8.0,,,,,,1.0,,,12.0,1.0,44.0,19,2019
Alberto Valentim (TEC),Avaí,703,10,320.0,563.0,84.0,,,,,,,,,,,,,,,,,,,19,2019
Lourenço (ATA),Avaí,478,16,316.0,-60.0,-54.0,16.0,,3.0,,28.0,8.0,8.0,1.0,,,,,1.0,,,14.0,3.0,37.0,19,2019
Diego Souza (ATA),Botafogo,620,18,314.0,70.0,-130.0,4.0,5.0,1.0,,27.0,9.0,7.0,1.0,,,,,1.0,,,20.0,7.0,37.0,19,2019
Ney Franco (TEC),Goiás,892,17,313.0,414.0,20.0,,,,,,,,,,,,,,,,,,,19,2019
Márcio Araújo (MEI),Chapecoense,789,18,312.0,0.0,0.0,42.0,,,,22.0,6.0,3.0,,,,,1.0,2.0,,,21.0,,23.0,19,2019
Vanderlei Luxemburgo (TEC),Vasco,816,15,311.0,295.0,26.0,,,,,,,,,,,,,,,,,,,19,2019
Carlinhos (LAT),Fortaleza,566,14,309.0,-120.0,-72.0,28.0,1.0,2.0,1.0,12.0,6.0,3.0,,,,,1.0,3.0,,,30.0,1.0,32.0,19,2019
Iury (LAT),Avaí,654,8,308.0,440.0,103.0,10.0,,1.0,3.0,8.0,1.0,,,,,,,1.0,,,12.0,,24.0,19,2019
Felipe (MEI),Fortaleza,662,15,304.0,230.0,-34.0,49.0,,,,17.0,2.0,2.0,,,,,,5.0,,,28.0,,55.0,19,2019
Valdo (ZAG),Ceará,536,15,299.0,690.0,76.0,21.0,,1.0,3.0,10.0,1.0,2.0,,,,,,2.0,,,12.0,,16.0,19,2019
João Paulo (MEI),Avaí,573,17,299.0,0.0,0.0,28.0,2.0,,,29.0,9.0,5.0,,,,,,3.0,,,30.0,,46.0,19,2019
Marcelo Benevenuto (ZAG),Botafogo,544,6,298.0,690.0,161.0,2.0,1.0,,2.0,4.0,1.0,,1.0,,,,,2.0,,,5.0,,8.0,19,2019
Artur (ATA),Bahia,982,16,297.0,320.0,87.0,14.0,3.0,1.0,,28.0,14.0,9.0,,,,,,4.0,1.0,,16.0,2.0,59.0,19,2019
Cristovam (LAT),Ceará,257,2,295.0,0.0,0.0,8.0,,,,3.0,,,,,,,,2.0,,,3.0,,7.0,19,2019
Fernando Miguel (GOL),Vasco,728,11,291.0,400.0,124.0,,,,4.0,1.0,,,,13.0,,,,1.0,,12.0,,,5.0,19,2019
Caio Paulista (ATA),Avaí,379,13,290.0,200.0,-46.0,20.0,,,,19.0,11.0,4.0,,,,,,,,,16.0,1.0,23.0,19,2019
Patrick (MEI),Internacional,780,8,289.0,0.0,0.0,14.0,,1.0,,7.0,3.0,1.0,,,,,,1.0,,,7.0,,15.0,19,2019
Fernando (LAT),Botafogo,503,12,288.0,690.0,142.0,9.0,,1.0,6.0,8.0,,2.0,,,,,,2.0,,,19.0,,23.0,19,2019
Cacá (ZAG),Cruzeiro,261,6,285.0,250.0,11.0,6.0,,,2.0,7.0,,1.0,,,,,,2.0,,,4.0,,2.0,19,2019
Fábio (GOL),Cruzeiro,906,16,283.0,-260.0,-24.0,,,,5.0,1.0,,,,18.0,2.0,,,1.0,,22.0,,,8.0,19,2019
Carlos Augusto (LAT),Corinthians,498,7,283.0,130.0,17.0,4.0,1.0,,2.0,4.0,2.0,,,,,,,1.0,,,5.0,,11.0,19,2019
Paulo Miranda (ZAG),Grêmio,585,7,280.0,1070.0,124.0,10.0,,,3.0,3.0,,1.0,,,,1.0,,1.0,,,8.0,,7.0,19,2019
Igor Fernandes (LAT),Avaí,494,15,280.0,640.0,101.0,23.0,,,5.0,10.0,2.0,,,,,,,3.0,,,17.0,2.0,29.0,19,2019
Argel Fucks (TEC),CSA,602,10,278.0,289.0,-18.0,,,,,,,,,,,,,,,,,,,19,2019
Jonathan (ATA),Avaí,390,3,277.0,680.0,195.0,1.0,1.0,,,5.0,1.0,,,,,,,,,,6.0,,5.0,19,2019
Pedro Castro (MEI),Avaí,531,19,276.0,220.0,16.0,28.0,1.0,,,25.0,9.0,6.0,1.0,,,,,,,,25.0,1.0,48.0,19,2019
Alan Costa (ZAG),CSA,440,10,271.0,-30.0,-97.0,11.0,,,4.0,3.0,3.0,1.0,,,,,,2.0,,,12.0,,15.0,19,2019
Orejuela (LAT),Cruzeiro,481,8,270.0,-110.0,-157.0,13.0,,,2.0,8.0,1.0,2.0,,,,,,1.0,,,19.0,,12.0,19,2019
Nenê (MEI),Fluminense,639,8,269.0,470.0,37.0,6.0,1.0,2.0,,10.0,5.0,3.0,,,,,1.0,,,,10.0,,27.0,19,2019
Romarinho (ATA),Fortaleza,517,16,267.0,260.0,21.0,13.0,1.0,2.0,,34.0,3.0,3.0,,,,,,1.0,,,12.0,1.0,31.0,19,2019
Gilberto (LAT),Fluminense,704,11,265.0,710.0,59.0,16.0,,1.0,2.0,9.0,5.0,2.0,,,,,,1.0,,,17.0,,34.0,19,2019
Zé Ricardo (TEC),Fortaleza,676,5,265.0,234.0,5.0,,,,,,,,,,,,,,,,,,,19,2019
Eduardo (LAT),Chapecoense,803,13,262.0,-10.0,-3.0,16.0,,1.0,4.0,18.0,,,,,,,,2.0,,,14.0,,43.0,19,2019
Léo Pereira (ZAG),Athlético-PR,804,13,260.0,0.0,0.0,11.0,1.0,,5.0,5.0,3.0,3.0,,,,,,3.0,,,16.0,1.0,32.0,19,2019
Lucas Barros (LAT),Botafogo,200,3,257.0,670.0,124.0,2.0,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,19,2019
Maurício Ramos (ZAG),Chapecoense,504,8,251.0,240.0,45.0,5.0,,,3.0,8.0,1.0,2.0,,,,,,,,,12.0,,12.0,19,2019
Igor Rabello (ZAG),Atlético-MG,809,16,250.0,0.0,0.0,24.0,,,3.0,12.0,4.0,1.0,,,,,1.0,,,,18.0,1.0,23.0,19,2019
Yago Pikachu (MEI),Vasco,883,18,249.0,0.0,0.0,15.0,2.0,1.0,,33.0,12.0,3.0,1.0,,,,,3.0,2.0,,12.0,1.0,37.0,19,2019
Fábio Santos (LAT),Atlético-MG,992,15,248.0,370.0,110.0,11.0,2.0,,3.0,14.0,1.0,1.0,,,,,,2.0,,,13.0,2.0,26.0,19,2019
Felippe Cardoso (ATA),Ceará,344,10,248.0,190.0,50.0,6.0,2.0,1.0,,14.0,5.0,7.0,,,,,,1.0,,,33.0,8.0,7.0,19,2019
Gustavo Scarpa (MEI),Palmeiras,390,11,246.0,-80.0,-233.0,4.0,2.0,1.0,,6.0,5.0,7.0,,,,,,1.0,,,8.0,,31.0,19,2019
Ganso (MEI),Fluminense,904,13,244.0,910.0,181.0,14.0,2.0,,,15.0,10.0,6.0,,,,,,4.0,,,13.0,,45.0,19,2019
Oswaldo Henríquez (ZAG),Vasco,347,12,244.0,-30.0,-29.0,11.0,,,4.0,3.0,,1.0,1.0,,,,,2.0,,,7.0,,18.0,19,2019
Edinho (MEI),Fortaleza,770,14,241.0,210.0,21.0,3.0,2.0,,,21.0,10.0,5.0,,,,,,1.0,,,8.0,1.0,16.0,19,2019
Janderson (ATA),Corinthians,238,3,240.0,770.0,141.0,2.0,,,,7.0,1.0,1.0,,,,,,,,,2.0,,1.0,19,2019
Ricardo (ZAG),Avaí,455,10,239.0,350.0,60.0,8.0,,,5.0,1.0,2.0,1.0,,,,,,2.0,,,9.0,2.0,23.0,19,2019
João Paulo (MEI),Botafogo,732,17,237.0,-200.0,-105.0,24.0,1.0,1.0,,23.0,6.0,6.0,,,,,,4.0,,,12.0,,61.0,19,2019
Lucca (ATA),Bahia,532,9,236.0,-80.0,-104.0,7.0,,,,17.0,6.0,8.0,,,,,,1.0,,,11.0,1.0,14.0,19,2019
Gustavo Gómez (ZAG),Palmeiras,1200,7,236.0,290.0,76.0,6.0,1.0,,2.0,8.0,,2.0,,,,,1.0,3.0,,,7.0,,8.0,19,2019
Caio Henrique (MEI),Fluminense,580,18,234.0,140.0,0.0,32.0,,1.0,,17.0,3.0,2.0,,,,,,,,,23.0,4.0,35.0,19,2019
Marcelo Hermes (LAT),Goiás,361,6,233.0,420.0,51.0,10.0,,1.0,,6.0,3.0,1.0,,,,,,2.0,,,7.0,,17.0,19,2019
Luciano Castán (ZAG),CSA,526,16,231.0,-100.0,-96.0,18.0,,,7.0,3.0,1.0,,,,,,,6.0,,,14.0,,28.0,19,2019
Talles Magno (ATA),Vasco,323,9,231.0,890.0,203.0,3.0,2.0,,,15.0,8.0,4.0,,,,,,3.0,,,17.0,,13.0,19,2019
Betão (ZAG),Avaí,482,16,229.0,720.0,178.0,24.0,,,4.0,16.0,2.0,,,,,,1.0,4.0,,,13.0,,32.0,19,2019
Gilberto (MEI),Goiás,329,4,228.0,590.0,66.0,8.0,,,,1.0,2.0,1.0,,,,,,1.0,,,6.0,,4.0,19,2019
Fred (ATA),Cruzeiro,598,15,225.0,130.0,-152.0,3.0,3.0,2.0,,20.0,6.0,7.0,1.0,,,,,4.0,,,17.0,9.0,33.0,19,2019
Yago Felipe (MEI),Goiás,390,13,225.0,-10.0,-53.0,23.0,,1.0,,17.0,2.0,,1.0,,,,,5.0,,,17.0,1.0,21.0,19,2019
Augusto (MEI),Chapecoense,456,11,220.0,410.0,63.0,10.0,,2.0,,13.0,3.0,8.0,,,,,,,,,24.0,3.0,19.0,19,2019
Matheus Jesus (MEI),Corinthians,492,4,220.0,0.0,0.0,5.0,,,,7.0,,,,,,,,,,,1.0,1.0,4.0,19,2019
João Lucas (LAT),Ceará,1021,16,219.0,670.0,186.0,18.0,1.0,,3.0,8.0,2.0,3.0,,,,1.0,,1.0,,,8.0,4.0,37.0,19,2019
Digão (ZAG),Fluminense,584,7,216.0,370.0,-4.0,11.0,,,2.0,6.0,1.0,,,,,,1.0,1.0,,,10.0,1.0,9.0,19,2019
Tchê Tchê (MEI),São Paulo,513,17,215.0,240.0,10.0,22.0,1.0,,,25.0,7.0,7.0,,,,,,4.0,,,21.0,,41.0,19,2019
Marcos Júnior (MEI),Vasco,419,12,213.0,450.0,115.0,18.0,1.0,,,19.0,5.0,3.0,1.0,,,,,4.0,,,22.0,,35.0,19,2019
Flávio (MEI),Bahia,370,11,211.0,520.0,76.0,22.0,,,,9.0,,1.0,,,,,,1.0,,,15.0,1.0,18.0,19,2019
Michel (MEI),Grêmio,532,11,209.0,540.0,62.0,28.0,,,,1.0,4.0,3.0,,,,2.0,,1.0,,,19.0,,16.0,19,2019
Fabinho (MEI),Ceará,710,18,208.0,820.0,132.0,39.0,,,,15.0,2.0,,,,,,,4.0,,,30.0,,24.0,19,2019
Tinga (LAT),Fortaleza,154,11,205.0,-60.0,-6.0,7.0,1.0,2.0,1.0,5.0,2.0,,,,,,,,,,5.0,,42.0,19,2019
Cleiton (GOL),Atlético-MG,181,9,202.0,-330.0,-120.0,,,,2.0,,,,,10.0,,,,,,10.0,,,6.0,19,2019
Diego Tardelli (ATA),Grêmio,812,14,201.0,120.0,-104.0,7.0,2.0,,,11.0,4.0,11.0,,,,,,,1.0,,10.0,4.0,31.0,19,2019
Vitor Hugo (ZAG),Palmeiras,670,4,200.0,520.0,92.0,3.0,,,1.0,1.0,1.0,1.0,,,,,,,,,3.0,2.0,5.0,19,2019
Gregore (MEI),Bahia,939,16,200.0,-70.0,-60.0,50.0,,,,11.0,4.0,1.0,,,,,1.0,3.0,,,55.0,,48.0,19,2019
Bruno Henrique (MEI),Palmeiras,1095,12,198.0,820.0,82.0,13.0,2.0,,,13.0,3.0,1.0,,,,,,1.0,,,26.0,,23.0,19,2019
Osvaldo (ATA),Fortaleza,587,16,198.0,580.0,61.0,6.0,2.0,3.0,,5.0,4.0,4.0,,,,,1.0,1.0,,,13.0,,18.0,19,2019
Daniel Guedes (LAT),Goiás,450,13,196.0,70.0,19.0,18.0,,,3.0,6.0,2.0,1.0,,,,,,1.0,,,19.0,2.0,33.0,19,2019
Gabriel Dias (MEI),Fortaleza,480,16,196.0,500.0,57.0,22.0,,,,22.0,4.0,4.0,,,,,,3.0,,,18.0,1.0,17.0,19,2019
Gum (ZAG),Chapecoense,610,18,193.0,0.0,0.0,10.0,1.0,,4.0,13.0,7.0,6.0,,,,1.0,1.0,,,,8.0,2.0,41.0,19,2019
Léo (ZAG),Cruzeiro,634,13,192.0,-190.0,-42.0,15.0,,,3.0,4.0,,,,,,,,1.0,,,16.0,,15.0,19,2019
Apodi (LAT),CSA,516,17,188.0,460.0,7.0,10.0,1.0,,5.0,18.0,4.0,4.0,,,,,,3.0,,,30.0,3.0,35.0,19,2019
Patric (LAT),Atlético-MG,363,11,187.0,-120.0,-56.0,12.0,,1.0,3.0,3.0,5.0,2.0,,,,,,3.0,,,20.0,,31.0,19,2019
Richard (MEI),Vasco,456,12,187.0,300.0,24.0,20.0,,,,14.0,3.0,1.0,,,,,,3.0,,,14.0,,17.0,19,2019
Tiago Alves (ZAG),Ceará,631,10,180.0,600.0,140.0,7.0,1.0,,2.0,1.0,2.0,,,,,,,1.0,,,9.0,2.0,17.0,19,2019
Gustavo (ATA),Corinthians,403,8,179.0,290.0,41.0,2.0,1.0,,,8.0,5.0,2.0,,,,,,,,,11.0,2.0,2.0,19,2019
Elias (MEI),Atlético-MG,917,16,168.0,440.0,65.0,22.0,1.0,1.0,,13.0,3.0,3.0,1.0,,,,1.0,2.0,,,22.0,,49.0,19,2019
Dawhan (MEI),CSA,592,15,168.0,-80.0,-26.0,22.0,,,,7.0,6.0,,,,,,,2.0,,,14.0,,17.0,19,2019
Rafael Santos (LAT),Cruzeiro,90,2,165.0,-170.0,-91.0,,,,1.0,,,1.0,,,,,,1.0,,,,,3.0,19,2019
Khellven (LAT),Athlético-PR,125,2,165.0,0.0,0.0,4.0,,,,,,,,,,,,,,,3.0,,4.0,19,2019
Naldo (MEI),CSA,387,16,163.0,410.0,54.0,24.0,,1.0,,8.0,5.0,2.0,,,,,,3.0,,,21.0,2.0,26.0,19,2019
Quintero (ZAG),Fortaleza,311,19,163.0,-60.0,-67.0,13.0,1.0,,3.0,6.0,1.0,1.0,,,,,,2.0,,,9.0,,27.0,19,2019
Willian (ATA),Palmeiras,694,6,160.0,20.0,-126.0,2.0,1.0,,,5.0,,2.0,,,,,,1.0,,,4.0,1.0,6.0,19,2019
Luiz Fernando (MEI),Botafogo,415,17,152.0,70.0,11.0,8.0,1.0,,,20.0,6.0,4.0,1.0,,,,,2.0,,,10.0,2.0,22.0,19,2019
Matheus Henrique (MEI),Grêmio,360,9,150.0,90.0,-63.0,12.0,,1.0,,12.0,1.0,2.0,,,,,,3.0,,,11.0,,24.0,19,2019
Diego Pituca (MEI),Santos,351,17,148.0,0.0,0.0,21.0,1.0,,,18.0,10.0,6.0,2.0,,,,,6.0,,,39.0,,44.0,19,2019
Arboleda (ZAG),São Paulo,588,11,146.0,-30.0,-23.0,10.0,,,3.0,7.0,3.0,,,,,,,3.0,,,14.0,1.0,21.0,19,2019
Liziero (MEI),São Paulo,382,8,146.0,-100.0,-23.0,11.0,,,,8.0,2.0,1.0,,,,,,1.0,,,9.0,,17.0,19,2019
David (ATA),Cruzeiro,510,17,145.0,280.0,83.0,8.0,,2.0,,13.0,11.0,8.0,,,,,,1.0,,,22.0,4.0,24.0,19,2019
Jackson (ZAG),Fortaleza,458,5,140.0,240.0,65.0,2.0,,,1.0,3.0,2.0,1.0,,,,,,,,,3.0,1.0,11.0,19,2019
Everton (MEI),São Paulo,689,14,138.0,40.0,-41.0,14.0,1.0,2.0,,18.0,2.0,3.0,,,,,,3.0,,,31.0,7.0,29.0,19,2019
Bustamante (ATA),CSA,308,6,135.0,970.0,231.0,3.0,1.0,,,9.0,2.0,1.0,,,,,,1.0,,,14.0,,9.0,19,2019
Luiz Adriano (ATA),Palmeiras,583,4,133.0,420.0,112.0,1.0,,1.0,,5.0,1.0,1.0,,,,,,,,,8.0,1.0,4.0,19,2019
Ramón Martínez (MEI),Atlético-MG,407,6,128.0,170.0,18.0,8.0,,,,3.0,,,,,,,,1.0,,,3.0,1.0,6.0,19,2019
Aylon (ATA),Chapecoense,238,9,126.0,-50.0,-72.0,5.0,,1.0,,8.0,1.0,1.0,,,,,,2.0,,,4.0,,4.0,19,2019
D'Alessandro (MEI),Internacional,649,9,125.0,0.0,0.0,1.0,1.0,1.0,,6.0,4.0,5.0,,,,,,,1.0,,,3.0,33.0,19,2019
Frazan (ZAG),Fluminense,262,5,124.0,500.0,17.0,,,,3.0,1.0,,,,,,,1.0,1.0,,,4.0,,1.0,19,2019
João Vitor (MEI),CSA,467,7,123.0,150.0,26.0,18.0,,,,3.0,,,,,,,,4.0,,,15.0,1.0,13.0,19,2019
Felipe Melo (MEI),Palmeiras,623,8,123.0,330.0,5.0,9.0,1.0,,,12.0,9.0,2.0,,,,,1.0,5.0,,,15.0,,16.0,19,2019
Elicarlos (MEI),Chapecoense,415,7,109.0,-150.0,-104.0,7.0,,,,5.0,6.0,2.0,,,,,,2.0,,,10.0,,12.0,19,2019
Guerra (MEI),Bahia,357,6,102.0,50.0,18.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,6.0,,8.0,19,2019
Marquinhos Gabriel (MEI),Cruzeiro,316,13,85.0,-130.0,-39.0,8.0,,,,11.0,3.0,4.0,,,,,,2.0,,,8.0,1.0,17.0,19,2019
Rossi (ATA),Vasco,361,13,77.0,20.0,-19.0,8.0,,1.0,,16.0,10.0,6.0,,,,,,5.0,,,20.0,1.0,32.0,19,2019
Éderson (MEI),Cruzeiro,100,4,68.0,-470.0,-79.0,3.0,,,,5.0,1.0,1.0,1.0,,,,,1.0,,,8.0,,11.0,19,2019
Rafael Moura (ATA),Goiás,326,6,48.0,-50.0,-53.0,2.0,,,,4.0,2.0,1.0,,,,,,,,,7.0,1.0,3.0,19,2019
