Nome,Clube,Preço,J,Média,Últ. Pont.,Variação,RB,G,A,SG,FS,FF,FD,FT,DD,DP,GC,CV,CA,PP,GS,FC,I,PE,rodada,ano,DS,PI
Rhodolfo (ZAG),Coritiba,5.29,4,2.42,5.1,1.06,,,,1.0,2.0,,,,,,,,,,,2.0,,,6,2020,7.0,23.0
Diego Pituca (MEI),Santos,7.85,6,2.4,6.8,1.86,,,,,8.0,1.0,2.0,,,,,,1.0,,,2.0,,,6,2020,13.0,28.0
Diego Souza (ATA),Grêmio,10.01,3,2.4,0.0,0.0,,1.0,,,5.0,4.0,1.0,,,,,,1.0,1.0,,7.0,,,6,2020,4.0,22.0
Pará (LAT),Santos,7.33,6,2.4,0.4,-0.22,,,,1.0,10.0,4.0,1.0,,,,,,1.0,,,10.0,1.0,,6,2020,11.0,35.0
Luan (ZAG),Palmeiras,5.37,5,2.4,0.5,-0.47,,,,1.0,3.0,2.0,,,,,,,2.0,,,2.0,,,6,2020,11.0,21.0
Chrigor (ATA),Bragantino,2.25,1,2.4,2.4,0.25,,,,,2.0,,,,,,,,,,,1.0,,,6,2020,2.0,1.0
Cantillo (MEI),Corinthians,7.07,5,2.38,8.2,1.51,,,1.0,,6.0,2.0,1.0,,,,,,,,,5.0,,,6,2020,5.0,14.0
Luccas Claro (ZAG),Fluminense,5.91,6,2.37,0.4,-0.51,,,,1.0,5.0,1.0,,,,,,,,,,3.0,2.0,,6,2020,12.0,36.0
Danilo Avelar (ZAG),Corinthians,4.99,5,2.32,-0.8,-0.69,,,,1.0,2.0,1.0,3.0,,,,,,,,,8.0,,,6,2020,7.0,18.0
Keko (ATA),Goiás,2.72,2,2.3,0.0,0.0,,,,,3.0,,,1.0,,,,,,,,3.0,2.0,,6,2020,4.0,14.0
Darlan (MEI),Grêmio,4.96,2,2.3,0.0,0.0,,,,,2.0,,,,,,,,,,,2.0,,,6,2020,5.0,4.0
Pintado (LAT),Goiás,2.99,4,2.23,0.0,0.0,,,,1.0,1.0,,,,,,,,1.0,,,6.0,1.0,,6,2020,10.0,11.0
Patric (LAT),Sport,6.99,6,2.23,1.8,-0.3,,,1.0,,7.0,4.0,1.0,,,,,,,,,11.0,2.0,,6,2020,14.0,70.0
Pedro Raul (ATA),Botafogo,5.24,3,2.17,-4.1,-2.46,,1.0,,,3.0,2.0,,,,,,,1.0,,,5.0,1.0,,6,2020,2.0,16.0
Jair (MEI),Atlético-MG,5.96,5,2.14,0.0,0.0,,,1.0,,8.0,,,,,,,,1.0,,,11.0,,,6,2020,10.0,8.0
Léo (LAT),São Paulo,3.71,3,2.13,0.9,-0.61,,,,1.0,6.0,,,,,,,,,,,2.0,,,6,2020,1.0,16.0
Edenílson (MEI),Internacional,7.73,5,2.08,-1.1,-1.13,,1.0,,,7.0,2.0,3.0,,,,,,2.0,,,9.0,1.0,,6,2020,6.0,33.0
Marcelo Lomba (GOL),Internacional,11.42,6,2.03,3.8,0.18,,,,5.0,,,,,,,,,1.0,,2.0,,,,6,2020,,68.0
Soteldo (ATA),Santos,5.71,6,2.02,-0.3,-0.5,,1.0,,,10.0,6.0,2.0,,,,,,2.0,,,3.0,1.0,,6,2020,3.0,51.0
Kanu (ZAG),Botafogo,3.52,5,2.02,1.9,0.42,,,,1.0,4.0,2.0,1.0,,,,,,,,,1.0,,,6,2020,2.0,12.0
Allan (MEI),Atlético-MG,6.99,5,2.0,0.0,0.0,,,,,3.0,6.0,1.0,,,,,,1.0,,,10.0,,,6,2020,13.0,35.0
Osvaldo (ATA),Fortaleza,5.03,6,2.0,0.6,0.02,,,1.0,,4.0,5.0,1.0,,,,,,1.0,,,3.0,1.0,,6,2020,8.0,42.0
Fabinho (MEI),Ceará,4.24,6,1.98,5.7,1.12,,,,,5.0,,1.0,,,,,,2.0,,,2.0,,,6,2020,15.0,18.0
Ricardo Ryller (MEI),Bragantino,3.93,5,1.98,1.9,-0.42,,,,,7.0,4.0,,,,,,,3.0,,,11.0,,,6,2020,17.0,23.0
Gilvan (ZAG),Atlético-GO,5.05,5,1.94,1.8,0.34,,,,1.0,5.0,1.0,,,,,,,1.0,,,7.0,,,6,2020,8.0,11.0
Neilton (ATA),Coritiba,5.48,4,1.9,-0.7,-1.0,,,,,5.0,4.0,,,,,,,,,,6.0,,,6,2020,7.0,21.0
Michael (ATA),Flamengo,6.17,2,1.85,3.0,-0.86,,,1.0,,,4.0,1.0,,,,,,1.0,,,5.0,,,6,2020,,12.0
Jair Ventura (TEC),Sport,4.98,1,1.85,1.85,-0.47,,,,,,,,,,,,,,,,,,,6,2020,,
Hudson (MEI),Fluminense,5.77,1,1.8,1.8,-1.23,,,,,,,,,,,,,,,,2.0,,,6,2020,3.0,2.0
Mayke (LAT),Palmeiras,5.95,2,1.8,3.5,0.65,,,,,3.0,,,,,,,,,,,3.0,,,6,2020,5.0,14.0
Marcos Paulo (ATA),Fluminense,5.87,6,1.75,0.2,-0.41,,,1.0,,1.0,2.0,,,,,,,,,,2.0,1.0,,6,2020,7.0,21.0
Khellven (LAT),Athlético-PR,5.43,4,1.75,0.0,0.0,,,,1.0,1.0,,,,,,,,1.0,,,4.0,,,6,2020,9.0,35.0
Barrandeguy (LAT),Botafogo,3.48,5,1.74,3.7,1.08,,,,1.0,5.0,,,,,,,,2.0,,,3.0,,,6,2020,10.0,33.0
Rafael (GOL),Atlético-MG,8.2,5,1.72,0.0,0.0,,,,2.0,,,,,3.0,,,,,,5.0,,,,6,2020,,34.0
Everton Felipe (MEI),Atlético-GO,4.35,5,1.72,1.5,0.15,,,,,12.0,2.0,1.0,,,,,,1.0,,,2.0,,,6,2020,7.0,42.0
Lucas Silva (MEI),Grêmio,5.64,5,1.68,0.0,0.0,,,,,12.0,3.0,,,,,,,1.0,,,4.0,,,6,2020,6.0,20.0
Iago Maidana (ZAG),Sport,5.23,6,1.68,1.6,0.26,,1.0,,,5.0,3.0,,,,,,,2.0,,,9.0,,,6,2020,9.0,33.0
Cássio (GOL),Corinthians,9.03,5,1.62,-0.8,-0.28,,,,1.0,,,,,5.0,,,,,,7.0,,,,6,2020,,29.0
Marcelo Benevenuto (ZAG),Botafogo,5.63,5,1.6,0.6,-0.02,,,,1.0,3.0,2.0,,,,,,,1.0,,,3.0,,,6,2020,5.0,16.0
David (ATA),Fortaleza,4.21,6,1.58,5.2,1.02,,,1.0,,4.0,6.0,,,,,,,1.0,,,14.0,2.0,,6,2020,9.0,13.0
Jackson (ZAG),Fortaleza,3.81,5,1.58,5.4,1.38,,,,1.0,4.0,1.0,,,,,,,2.0,,,5.0,,,6,2020,8.0,14.0
Patrick Vieira (LAT),Coritiba,4.64,4,1.55,3.9,0.76,,,,1.0,3.0,1.0,2.0,,,,,,1.0,,,5.0,1.0,,6,2020,5.0,35.0
Rodrigo Lindoso (MEI),Internacional,4.59,6,1.52,-1.4,-0.61,,,1.0,,,,1.0,,,,,,,,,16.0,,,6,2020,13.0,21.0
Éder (ZAG),Atlético-GO,3.81,5,1.5,-0.2,-0.39,,,,1.0,8.0,,1.0,,,,,,1.0,,,4.0,,,6,2020,4.0,27.0
Geuvânio (ATA),Athlético-PR,4.22,4,1.5,0.0,0.0,,,1.0,,5.0,,1.0,,,,,,,,,4.0,,,6,2020,,7.0
Samuel Xavier (LAT),Ceará,5.39,6,1.48,6.3,0.8,,,,2.0,7.0,,,,,,,,2.0,,,12.0,,,6,2020,12.0,66.0
Matheus Sales (MEI),Coritiba,3.41,3,1.47,0.7,-0.43,,,,,4.0,,,,,,,,,,,4.0,,,6,2020,5.0,6.0
Savarino (ATA),Atlético-MG,4.6,5,1.46,0.0,0.0,,,,,5.0,,3.0,1.0,,,,,,,,3.0,,,6,2020,2.0,23.0
Zé Gabriel (MEI),Internacional,2.63,5,1.46,1.8,0.28,,,,,4.0,1.0,,,,,,,,,,6.0,,,6,2020,9.0,15.0
Rony (ATA),Palmeiras,10.64,5,1.42,1.7,0.01,,,,,12.0,2.0,2.0,,,,,,1.0,,,13.0,2.0,,6,2020,9.0,24.0
Gil (ZAG),Corinthians,4.17,4,1.38,-0.5,-0.54,,,,1.0,2.0,,,,,,,,1.0,,,4.0,,,6,2020,6.0,25.0
Keno (ATA),Atlético-MG,8.45,5,1.38,0.0,0.0,,,,,5.0,2.0,4.0,1.0,,,,,,,,6.0,5.0,,6,2020,5.0,45.0
Sassá (ATA),Coritiba,2.77,6,1.37,4.1,0.73,,1.0,,,7.0,5.0,3.0,,,,,,2.0,,,9.0,3.0,,6,2020,,9.0
Quintero (ZAG),Fortaleza,2.15,4,1.35,4.5,1.12,,,,2.0,3.0,2.0,,,,,,1.0,1.0,,,4.0,,,6,2020,2.0,7.0
Betinho (MEI),Sport,4.08,6,1.15,1.9,0.24,,,,,4.0,1.0,,,,,,,1.0,,,14.0,,,6,2020,17.0,39.0
Carlos Sánchez (MEI),Santos,5.65,6,1.13,2.0,0.24,,,,,12.0,3.0,2.0,,,,,,,1.0,,6.0,1.0,,6,2020,9.0,55.0
Lucas Evangelista (MEI),Bragantino,3.43,3,1.13,2.9,0.23,,,,,5.0,1.0,,,,,,,1.0,,,2.0,,,6,2020,4.0,9.0
Eduardo Sasha (ATA),Atlético-MG,6.3,1,1.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,,,2.0,,,6,2020,1.0,3.0
Everton Ribeiro (MEI),Flamengo,5.02,6,0.97,-1.6,-0.73,,,,,11.0,2.0,1.0,,,,,,1.0,,,6.0,,,6,2020,6.0,35.0
Anderson (GOL),Bahia,2.65,3,0.93,1.7,0.34,,,,,1.0,,,,3.0,,,,,,4.0,,,,6,2020,,17.0
Daniel (MEI),Bahia,3.22,4,0.93,0.4,-0.04,,,,,5.0,2.0,,,,,,,,,,4.0,,,6,2020,3.0,14.0
Morato (ATA),Bragantino,3.18,6,0.93,-0.4,-0.38,,,,,7.0,6.0,2.0,,,,,,,,,6.0,2.0,,6,2020,3.0,41.0
Gilberto (ATA),Bahia,6.49,4,0.9,0.9,0.11,,,,,5.0,2.0,4.0,,,,,,,1.0,,4.0,1.0,,6,2020,4.0,28.0
Willian (ATA),Palmeiras,8.64,5,0.82,0.8,-0.69,,,1.0,,3.0,3.0,,,,,,,,,,6.0,2.0,,6,2020,,8.0
Ricardinho (MEI),Sport,2.38,4,0.78,1.1,0.03,,,,,2.0,1.0,3.0,,,,,,1.0,,,3.0,,,6,2020,2.0,8.0
Pedrinho (ATA),Athlético-PR,2.31,3,0.77,0.0,0.0,,,,,2.0,,,1.0,,,,,,,,4.0,,,6,2020,1.0,7.0
Felipe Alves (GOL),Fortaleza,2.59,6,0.75,3.7,0.78,,,,2.0,2.0,,,,2.0,,,,,,5.0,,,,6,2020,2.0,65.0
Tadeu (GOL),Goiás,8.77,2,0.75,0.0,0.0,,,,1.0,1.0,,,,1.0,,,,,,3.0,,,,6,2020,,20.0
Franco (MEI),Atlético-MG,3.04,5,0.64,0.0,0.0,,,,,6.0,1.0,1.0,,,,,,,,,4.0,,,6,2020,2.0,18.0
Luiz Otávio (MEI),Botafogo,2.42,5,0.62,1.4,0.28,,,,,2.0,,,,,,,,,,,1.0,,,6,2020,3.0,4.0
Thiago Maia (MEI),Flamengo,5.42,2,0.6,1.8,0.31,,,,,1.0,,,,,,,,,,,3.0,,,6,2020,3.0,8.0
Edimar (LAT),Bragantino,2.89,5,0.52,0.0,0.0,,,,,3.0,5.0,1.0,,,,,,1.0,,,10.0,,,6,2020,10.0,71.0
Lucas Halter (ZAG),Athlético-PR,2.97,3,0.5,0.0,0.0,,,1.0,,3.0,1.0,,,,,,,1.0,,,5.0,,,6,2020,,13.0
Nino (ZAG),Fluminense,3.97,5,0.48,0.2,-0.37,,,,,8.0,,,,,,,,1.0,,,4.0,,,6,2020,4.0,16.0
Rafael Forster (ZAG),Botafogo,2.57,4,0.47,0.0,-0.08,,,,,2.0,,,,,,,,,,,,,,6,2020,2.0,11.0
Dudu (LAT),Atlético-GO,2.87,4,0.45,3.8,0.74,,,,1.0,2.0,,,,,,,1.0,,,,6.0,,,6,2020,7.0,32.0
Santos (GOL),Athlético-PR,5.86,4,0.35,0.0,0.0,,,,,,,,,4.0,,,,,,6.0,,,,6,2020,,26.0
Rhuan (ATA),Botafogo,1.54,5,0.34,0.6,0.11,,,,,5.0,,,,,,,,,,,1.0,1.0,,6,2020,1.0,8.0
Maílson (GOL),Sport,1.89,6,0.27,-5.2,-2.2,,,,,1.0,,,,6.0,,,,1.0,,8.0,1.0,,,6,2020,1.0,54.0
Mariano (LAT),Atlético-MG,7.94,3,0.27,0.0,0.0,,,,,1.0,,1.0,,,,,,,,,3.0,,,6,2020,3.0,24.0
Bruno Henrique (MEI),Palmeiras,7.12,5,0.26,-0.5,-0.75,,,,,2.0,3.0,2.0,,,,,,1.0,,,7.0,1.0,,6,2020,4.0,25.0
Richard (MEI),Athlético-PR,2.25,5,0.2,0.0,0.0,,,,,4.0,1.0,1.0,,,,,,1.0,,,8.0,,,6,2020,5.0,20.0
Diego (ZAG),São Paulo,1.38,2,0.15,-1.0,-0.48,,,,1.0,1.0,,,,,,,,1.0,,,5.0,,,6,2020,,7.0
D'Alessandro (MEI),Internacional,3.03,4,0.13,-1.3,-0.59,,,,,4.0,,1.0,,,,,,1.0,,,1.0,1.0,,6,2020,1.0,7.0
Lucas Veríssimo (ZAG),Santos,6.2,5,0.12,-2.9,-1.08,,,,,1.0,2.0,,,,,,,2.0,,,5.0,,,6,2020,8.0,30.0
Everton (MEI),Grêmio,5.3,1,0.1,0.0,0.0,,,,,,1.0,,,,,,,,,,1.0,,,6,2020,,2.0
Gilberto (MEI),Goiás,3.04,1,0.1,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,6,2020,1.0,4.0
Juninho (MEI),Fortaleza,1.92,5,0.1,0.0,0.0,,,,,3.0,4.0,1.0,,,,,,3.0,,,8.0,,,6,2020,9.0,44.0
Luiz Henrique (MEI),Coritiba,1.04,4,0.1,2.0,0.29,,,,,1.0,,,,,,,,,,,4.0,,,6,2020,3.0,11.0
Lucas Lima (MEI),Palmeiras,4.52,5,0.08,0.8,0.26,,,,,7.0,1.0,,,,,,,1.0,,,4.0,,,6,2020,4.0,39.0
Matheus Jesus (MEI),Bragantino,3.99,5,0.02,0.0,0.0,,,,,3.0,6.0,2.0,,,,,,3.0,,,10.0,,,6,2020,5.0,26.0
Victor Ferraz (LAT),Grêmio,9.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,6,2020,,
Thiago Larghi (TEC),Goiás,4.65,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,6,2020,,
Bissoli (ATA),Athlético-PR,3.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,6,2020,,
Weverton (GOL),Palmeiras,8.23,4,-0.02,-3.0,-1.31,,,,1.0,,,,,1.0,,,,,,3.0,,,,6,2020,,31.0
Guilherme Parede (ATA),Vasco,2.55,4,-0.1,0.5,-0.12,,,,,1.0,,,,,,,,,,,2.0,,,6,2020,1.0,9.0
Gabriel Sara (MEI),São Paulo,1.69,5,-0.12,1.7,0.41,,,,,1.0,3.0,2.0,,,,,,1.0,,,8.0,2.0,,6,2020,3.0,19.0
Adryelson (ZAG),Sport,2.7,5,-0.2,0.0,0.0,,,,,4.0,1.0,,1.0,,,,,3.0,,,9.0,,,6,2020,5.0,13.0
Fabrício Bruno (ZAG),Bragantino,0.93,4,-0.4,0.0,0.0,,,,,2.0,,,,,,,1.0,1.0,,,5.0,,,6,2020,8.0,11.0
Matheus Frizzo (MEI),Atlético-GO,1.01,2,-0.55,-2.5,-0.88,,,,,1.0,,,,,,,,1.0,,,3.0,,,6,2020,2.0,1.0
Sandro (MEI),Goiás,3.18,2,-0.6,0.0,0.0,,,,,,,,,,,,,2.0,,,5.0,1.0,,6,2020,6.0,2.0
Lucas Fonseca (ZAG),Bahia,4.38,1,-0.7,-0.7,-1.62,,,,,,,,,,,,,,,,1.0,,,6,2020,,2.0
Cleiton (GOL),Bragantino,0.76,6,-1.05,-2.0,0.01,,,,,2.0,,,,4.0,,,,,,10.0,,,,6,2020,,33.0
Wellington (MEI),Athlético-PR,1.64,4,-1.25,0.0,0.0,,,,,3.0,1.0,,,,,,,2.0,,,11.0,,,6,2020,4.0,18.0
Danilo Barcelos (LAT),Botafogo,3.23,3,-1.43,-0.6,-0.45,,,,,,1.0,1.0,,,,,,1.0,,,5.0,,,6,2020,2.0,38.0
Marcos Felipe (GOL),Fluminense,0.99,1,-2.1,-2.1,-1.01,,,,,1.0,,,,,,,,,,1.0,,,,6,2020,,6.0
Pedro Henrique (ZAG),Athlético-PR,3.06,1,-2.6,0.0,0.0,,,,,,,,,,,,,1.0,,,2.0,,,6,2020,1.0,6.0
Rafael Moura (ATA),Goiás,5.21,1,-3.0,0.0,0.0,,,,,2.0,,,,,,,,,,,7.0,2.0,,6,2020,1.0,5.0
Renato Kayzer (ATA),Atlético-GO,5.73,1,11.4,11.4,1.73,,1.0,,,5.0,1.0,1.0,,,,,,,,,3.0,1.0,,7,2020,1.0,1.0
Marinho (ATA),Santos,22.76,7,11.0,11.5,1.04,,4.0,2.0,,36.0,9.0,7.0,,,,,,1.0,,,10.0,2.0,,7,2020,12.0,26.0
Saravia (LAT),Internacional,20.41,5,9.78,0.0,0.0,,,1.0,4.0,11.0,1.0,1.0,,,,,,1.0,,,9.0,,,7,2020,26.0,31.0
Thiago Galhardo (MEI),Internacional,16.06,7,8.39,8.8,-0.21,,5.0,2.0,,11.0,3.0,2.0,,,,,,,,,10.0,1.0,,7,2020,7.0,31.0
Arrascaeta (MEI),Flamengo,21.43,6,7.55,23.5,4.85,,3.0,1.0,,4.0,4.0,4.0,1.0,,,,,,,,5.0,,,7,2020,12.0,62.0
Claudinho (ATA),Bragantino,14.99,6,6.95,11.5,0.99,,2.0,1.0,,10.0,5.0,4.0,,,,,,1.0,,,1.0,,,7,2020,15.0,56.0
Gabriel (ATA),Flamengo,13.71,6,6.8,0.0,0.0,,3.0,,,8.0,10.0,8.0,1.0,,,,,2.0,,,3.0,3.0,,7,2020,3.0,38.0
Fellipe Bastos (MEI),Vasco,12.1,6,6.52,9.9,1.86,,4.0,,,,,2.0,1.0,,,,,1.0,,,19.0,,,7,2020,16.0,28.0
João Paulo (GOL),Santos,5.88,5,6.44,-4.1,-1.93,,,,1.0,2.0,,,,10.0,,,,,,6.0,,,,7,2020,,18.0
Erick (MEI),Athlético-PR,4.54,1,6.4,6.4,0.54,,,1.0,,,,1.0,,,,,,,,,1.0,,,7,2020,1.0,3.0
Cano (ATA),Vasco,13.28,6,6.23,11.4,2.21,,4.0,,,2.0,2.0,3.0,1.0,,,,,,,,3.0,4.0,,7,2020,1.0,13.0
Fernando Sobral (MEI),Ceará,12.12,7,6.19,3.3,-0.44,,,3.0,,16.0,7.0,4.0,,,,,,1.0,,,16.0,3.0,,7,2020,26.0,46.0
Wilson (GOL),Coritiba,11.06,7,6.16,12.2,0.93,,,,2.0,2.0,,,,11.0,1.0,,,,,7.0,,,,7,2020,1.0,59.0
Nenê (MEI),Fluminense,12.4,6,6.03,5.7,0.53,,3.0,1.0,,12.0,5.0,2.0,,,,,,1.0,,,4.0,,,7,2020,5.0,62.0
Élber (ATA),Bahia,11.11,6,6.0,12.3,2.25,,1.0,1.0,,17.0,5.0,5.0,1.0,,,,,,,,3.0,2.0,,7,2020,8.0,40.0
Júnior Alonso (ZAG),Atlético-MG,12.84,6,5.87,12.8,2.07,,,1.0,3.0,,4.0,,1.0,,,,,1.0,,,6.0,,,7,2020,17.0,30.0
Dodi (MEI),Fluminense,11.73,7,5.8,4.9,-0.99,,1.0,,,12.0,3.0,3.0,,,,,,1.0,,,10.0,,,7,2020,30.0,24.0
Isla (LAT),Flamengo,9.96,2,5.75,8.7,1.52,,,2.0,1.0,,,,,,,,,1.0,,,4.0,1.0,,7,2020,2.0,10.0
Alisson (MEI),Grêmio,10.09,6,5.73,1.6,-1.12,,,1.0,,11.0,5.0,10.0,1.0,,,,,,,,4.0,1.0,,7,2020,13.0,56.0
Hernanes (MEI),São Paulo,8.85,2,5.6,2.3,-0.99,,1.0,,,3.0,1.0,2.0,,,,,,,,,6.0,,,7,2020,3.0,15.0
Matheus Galdezani (MEI),Coritiba,11.16,7,5.54,3.1,-0.3,,,,,16.0,4.0,5.0,1.0,,,,,1.0,,,5.0,,,7,2020,28.0,49.0
Jorge Sampaoli (TEC),Atlético-MG,14.61,6,5.48,10.21,1.45,,,,,,,,,,,,,,,,,,,7,2020,,
Daniel Bessa (MEI),Goiás,7.43,5,5.46,1.6,-1.39,,2.0,,,4.0,2.0,2.0,1.0,,,,,2.0,,,7.0,,,7,2020,12.0,22.0
Leandro Castan (ZAG),Vasco,14.87,5,5.38,0.0,0.0,,,,3.0,6.0,,,,,,,,,,,5.0,,,7,2020,13.0,16.0
Pedro Geromel (ZAG),Grêmio,11.14,4,5.35,3.8,-0.45,,,,2.0,,2.0,,,,,,,1.0,,,5.0,,,7,2020,17.0,27.0
Jorginho (TEC),Coritiba,7.26,2,5.32,4.35,0.54,,,,,,,,,,,,,,,,,,,7,2020,,
Egídio (LAT),Fluminense,10.14,7,5.31,1.6,-0.83,,,1.0,1.0,6.0,1.0,2.0,,,,,,,,,8.0,,,7,2020,34.0,90.0
Paulinho Bóia (ATA),São Paulo,6.13,4,5.27,9.0,1.32,,,,,15.0,1.0,3.0,2.0,,,,,,,,5.0,1.0,,7,2020,8.0,18.0
Guilherme Arana (LAT),Atlético-MG,16.83,6,5.25,7.4,0.34,,,1.0,3.0,2.0,5.0,5.0,,,,,,,,,5.0,1.0,,7,2020,10.0,65.0
Vinícius (MEI),Ceará,8.16,4,5.22,9.1,0.84,,2.0,,,2.0,6.0,2.0,,,,,,1.0,,,4.0,1.0,,7,2020,4.0,28.0
Gatito Fernández (GOL),Botafogo,14.35,6,5.2,9.0,1.16,,,,2.0,,,,,9.0,,,,,,5.0,,,,7,2020,,48.0
Jair (MEI),Atlético-MG,10.46,6,5.12,20.0,4.5,,1.0,2.0,,11.0,,,,,,,,1.0,,,13.0,,,7,2020,17.0,13.0
Sabino (ZAG),Coritiba,7.84,7,5.06,7.8,-0.49,,2.0,,2.0,5.0,1.0,,1.0,,,,,,,,4.0,1.0,,7,2020,10.0,44.0
Rodriguinho (MEI),Bahia,16.02,6,5.0,10.8,1.93,,2.0,1.0,,14.0,6.0,3.0,,,,,,,,,5.0,1.0,,7,2020,1.0,44.0
Felipe Jonatan (LAT),Santos,10.45,7,4.89,1.4,-0.55,,1.0,,1.0,11.0,4.0,1.0,,,,,,1.0,,,10.0,,,7,2020,24.0,57.0
Luiz Adriano (ATA),Palmeiras,12.39,6,4.88,9.7,1.88,,3.0,,,7.0,4.0,1.0,,,,,,1.0,,,9.0,,,7,2020,5.0,11.0
Romarinho (ATA),Fortaleza,8.74,7,4.88,0.4,-1.66,,2.0,,,11.0,8.0,3.0,,,,,,,,,3.0,,,7,2020,7.0,28.0
Edson (MEI),Atlético-GO,7.93,6,4.88,3.1,-0.26,,,1.0,,13.0,3.0,1.0,,,,,,1.0,,,10.0,,,7,2020,23.0,18.0
Gustavo Ferrareis (MEI),Atlético-GO,8.82,5,4.86,0.4,-0.32,,1.0,1.0,,12.0,6.0,2.0,,,,,,,,,9.0,2.0,,7,2020,7.0,34.0
Ygor Catatau (ATA),Vasco,2.65,1,4.8,4.8,0.65,,,1.0,,2.0,,,,,,,,,,,4.0,,,7,2020,1.0,2.0
Wellington Paulista (ATA),Fortaleza,7.87,7,4.77,0.7,-2.31,,3.0,1.0,,9.0,1.0,3.0,,,,,,,,,6.0,2.0,,7,2020,1.0,15.0
Gustavo Gómez (ZAG),Palmeiras,13.77,5,4.76,8.5,1.39,,1.0,1.0,1.0,4.0,2.0,,,,,,,,,,8.0,1.0,,7,2020,8.0,13.0
Jean Pyerre (MEI),Grêmio,12.85,4,4.7,4.6,0.12,,,,,6.0,8.0,2.0,1.0,,,,,,,,3.0,,,7,2020,8.0,25.0
Ramon Menezes (TEC),Vasco,9.27,6,4.64,2.47,-0.1,,,,,,,,,,,,,,,,,,,7,2020,,
Kannemann (ZAG),Grêmio,11.1,5,4.58,2.7,-1.04,,,,3.0,8.0,1.0,2.0,,,,,,2.0,,,16.0,,,7,2020,14.0,13.0
Jefferson (LAT),Goiás,5.64,3,4.57,2.0,-0.35,,1.0,,1.0,2.0,,,,,,,,1.0,,,3.0,1.0,,7,2020,6.0,23.0
Eduardo Coudet (TEC),Internacional,12.02,7,4.55,1.64,-0.84,,,,,,,,,,,,,,,,,,,7,2020,,
Moisés (LAT),Internacional,10.93,7,4.52,0.3,-1.75,,,1.0,5.0,,4.0,1.0,,,,,,1.0,,,20.0,1.0,,7,2020,17.0,73.0
Luciano (ATA),São Paulo,7.0,5,4.48,4.1,0.63,,1.0,1.0,,7.0,1.0,1.0,1.0,,,,,1.0,,,7.0,,,7,2020,8.0,16.0
Boschilia (MEI),Internacional,7.23,6,4.35,1.0,-1.89,,1.0,,,8.0,3.0,4.0,,,,,,1.0,,,13.0,,,7,2020,19.0,36.0
Bruno Pacheco (LAT),Ceará,8.54,6,4.35,5.9,0.01,,,,3.0,8.0,,,,,,,,,,,13.0,,,7,2020,18.0,44.0
Guilherme Santos (LAT),Botafogo,8.1,6,4.27,5.0,0.99,,,1.0,2.0,8.0,4.0,,,,,,,,,,10.0,,,7,2020,12.0,36.0
Raniel (ATA),Santos,5.84,2,4.2,4.2,0.22,,,,,9.0,1.0,2.0,,,,,,,,,4.0,2.0,,7,2020,4.0,3.0
Cléber (ATA),Ceará,11.09,7,4.19,2.0,-0.29,,3.0,,,5.0,7.0,3.0,,,,,,,,,14.0,2.0,,7,2020,4.0,24.0
Fernando Prass (GOL),Ceará,5.54,7,4.18,3.9,-0.79,,,,3.0,,,,,10.0,,,,1.0,,9.0,,,,7,2020,,57.0
Renato Gaúcho (TEC),Grêmio,12.1,6,4.18,3.53,-0.58,,,,,,,,,,,,,,,,,,,7,2020,,
Jô (ATA),Corinthians,11.99,6,4.18,1.5,-0.29,,2.0,1.0,,6.0,5.0,5.0,,,,,,,1.0,,5.0,,,7,2020,,24.0
Benítez (MEI),Vasco,9.25,6,4.18,4.7,0.35,,,,,15.0,4.0,1.0,,,,,,1.0,,,7.0,1.0,,7,2020,24.0,48.0
Nino Paraíba (LAT),Bahia,9.22,5,4.12,5.5,0.55,,,,1.0,5.0,1.0,1.0,,,,,,,,,3.0,,,7,2020,17.0,44.0
Guto Ferreira (TEC),Ceará,8.38,7,4.08,5.15,0.04,,,,,,,,,,,,,,,,,,,7,2020,,
Tiago (ZAG),Ceará,6.21,3,4.07,6.0,0.66,,,,2.0,2.0,,,,,,,,1.0,,,4.0,,,7,2020,7.0,18.0
Bruno Cortez (LAT),Grêmio,9.84,6,4.07,-0.3,-1.58,,,,3.0,5.0,1.0,,,,,,,1.0,,,7.0,1.0,,7,2020,16.0,39.0
Víctor Cuesta (ZAG),Internacional,11.13,7,3.95,-1.6,-1.45,,,,5.0,7.0,,,,,,,,2.0,,,12.0,,,7,2020,14.0,49.0
Cuca (TEC),Santos,10.19,7,3.95,4.04,0.29,,,,,,,,,,,,,,,,,,,7,2020,,
Digão (ZAG),Fluminense,5.03,2,3.85,4.5,0.4,,,,1.0,1.0,2.0,,,,,,,1.0,,,4.0,,,7,2020,5.0,4.0
Zé Rafael (MEI),Palmeiras,9.33,5,3.82,-1.1,-1.74,,1.0,1.0,,16.0,1.0,1.0,,,,,,1.0,,,11.0,,,7,2020,5.0,14.0
Kalou (ATA),Botafogo,7.7,1,3.8,3.8,-1.3,,,,,3.0,1.0,1.0,,,,,,,,,2.0,,,7,2020,2.0,7.0
